,emotion_label,source,actors,emotion2,emotion3,emotion4,emotion5
119,fear_female,TESS,female,negative_female,fear_female,fear,negative
120,fear_female,TESS,female,negative_female,fear_female,fear,negative
121,fear_female,TESS,female,negative_female,fear_female,fear,negative
122,fear_female,TESS,female,negative_female,fear_female,fear,negative
123,fear_female,TESS,female,negative_female,fear_female,fear,negative
124,fear_female,TESS,female,negative_female,fear_female,fear,negative
125,fear_female,TESS,female,negative_female,fear_female,fear,negative
126,fear_female,TESS,female,negative_female,fear_female,fear,negative
127,fear_female,TESS,female,negative_female,fear_female,fear,negative
128,fear_female,TESS,female,negative_female,fear_female,fear,negative
129,fear_female,TESS,female,negative_female,fear_female,fear,negative
130,fear_female,TESS,female,negative_female,fear_female,fear,negative
131,fear_female,TESS,female,negative_female,fear_female,fear,negative
132,fear_female,TESS,female,negative_female,fear_female,fear,negative
133,fear_female,TESS,female,negative_female,fear_female,fear,negative
134,fear_female,TESS,female,negative_female,fear_female,fear,negative
135,fear_female,TESS,female,negative_female,fear_female,fear,negative
136,fear_female,TESS,female,negative_female,fear_female,fear,negative
137,fear_female,TESS,female,negative_female,fear_female,fear,negative
138,fear_female,TESS,female,negative_female,fear_female,fear,negative
139,fear_female,TESS,female,negative_female,fear_female,fear,negative
140,fear_female,TESS,female,negative_female,fear_female,fear,negative
141,fear_female,TESS,female,negative_female,fear_female,fear,negative
142,fear_female,TESS,female,negative_female,fear_female,fear,negative
143,fear_female,TESS,female,negative_female,fear_female,fear,negative
144,fear_female,TESS,female,negative_female,fear_female,fear,negative
145,fear_female,TESS,female,negative_female,fear_female,fear,negative
146,fear_female,TESS,female,negative_female,fear_female,fear,negative
147,fear_female,TESS,female,negative_female,fear_female,fear,negative
148,fear_female,TESS,female,negative_female,fear_female,fear,negative
149,fear_female,TESS,female,negative_female,fear_female,fear,negative
150,fear_female,TESS,female,negative_female,fear_female,fear,negative
151,fear_female,TESS,female,negative_female,fear_female,fear,negative
152,fear_female,TESS,female,negative_female,fear_female,fear,negative
153,fear_female,TESS,female,negative_female,fear_female,fear,negative
154,fear_female,TESS,female,negative_female,fear_female,fear,negative
155,fear_female,TESS,female,negative_female,fear_female,fear,negative
156,fear_female,TESS,female,negative_female,fear_female,fear,negative
157,fear_female,TESS,female,negative_female,fear_female,fear,negative
158,fear_female,TESS,female,negative_female,fear_female,fear,negative
159,fear_female,TESS,female,negative_female,fear_female,fear,negative
160,fear_female,TESS,female,negative_female,fear_female,fear,negative
161,fear_female,TESS,female,negative_female,fear_female,fear,negative
162,fear_female,TESS,female,negative_female,fear_female,fear,negative
163,fear_female,TESS,female,negative_female,fear_female,fear,negative
164,fear_female,TESS,female,negative_female,fear_female,fear,negative
165,fear_female,TESS,female,negative_female,fear_female,fear,negative
166,fear_female,TESS,female,negative_female,fear_female,fear,negative
167,fear_female,TESS,female,negative_female,fear_female,fear,negative
168,fear_female,TESS,female,negative_female,fear_female,fear,negative
169,fear_female,TESS,female,negative_female,fear_female,fear,negative
170,fear_female,TESS,female,negative_female,fear_female,fear,negative
171,fear_female,TESS,female,negative_female,fear_female,fear,negative
172,fear_female,TESS,female,negative_female,fear_female,fear,negative
173,fear_female,TESS,female,negative_female,fear_female,fear,negative
174,fear_female,TESS,female,negative_female,fear_female,fear,negative
175,fear_female,TESS,female,negative_female,fear_female,fear,negative
176,fear_female,TESS,female,negative_female,fear_female,fear,negative
177,fear_female,TESS,female,negative_female,fear_female,fear,negative
178,fear_female,TESS,female,negative_female,fear_female,fear,negative
179,fear_female,TESS,female,negative_female,fear_female,fear,negative
180,fear_female,TESS,female,negative_female,fear_female,fear,negative
181,fear_female,TESS,female,negative_female,fear_female,fear,negative
182,fear_female,TESS,female,negative_female,fear_female,fear,negative
183,fear_female,TESS,female,negative_female,fear_female,fear,negative
184,fear_female,TESS,female,negative_female,fear_female,fear,negative
185,fear_female,TESS,female,negative_female,fear_female,fear,negative
186,fear_female,TESS,female,negative_female,fear_female,fear,negative
187,fear_female,TESS,female,negative_female,fear_female,fear,negative
188,fear_female,TESS,female,negative_female,fear_female,fear,negative
189,fear_female,TESS,female,negative_female,fear_female,fear,negative
190,fear_female,TESS,female,negative_female,fear_female,fear,negative
191,fear_female,TESS,female,negative_female,fear_female,fear,negative
192,fear_female,TESS,female,negative_female,fear_female,fear,negative
193,fear_female,TESS,female,negative_female,fear_female,fear,negative
194,fear_female,TESS,female,negative_female,fear_female,fear,negative
195,fear_female,TESS,female,negative_female,fear_female,fear,negative
196,fear_female,TESS,female,negative_female,fear_female,fear,negative
197,fear_female,TESS,female,negative_female,fear_female,fear,negative
198,fear_female,TESS,female,negative_female,fear_female,fear,negative
199,fear_female,TESS,female,negative_female,fear_female,fear,negative
200,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
201,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
202,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
203,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
204,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
205,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
206,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
207,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
208,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
209,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
210,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
211,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
212,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
213,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
214,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
215,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
216,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
217,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
218,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
219,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
220,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
221,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
222,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
223,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
224,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
225,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
226,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
227,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
228,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
229,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
230,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
231,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
232,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
233,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
234,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
235,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
236,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
237,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
238,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
239,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
240,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
241,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
242,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
243,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
244,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
245,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
246,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
247,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
248,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
249,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
250,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
251,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
252,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
253,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
254,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
255,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
256,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
257,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
258,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
259,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
260,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
261,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
262,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
263,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
264,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
265,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
266,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
267,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
268,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
269,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
270,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
271,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
272,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
273,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
274,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
275,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
276,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
277,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
278,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
279,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
280,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
281,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
282,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
283,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
284,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
285,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
286,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
287,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
288,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
289,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
290,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
291,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
292,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
293,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
294,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
295,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
296,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
297,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
298,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
299,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
300,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
301,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
302,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
303,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
304,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
305,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
306,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
307,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
308,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
309,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
310,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
311,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
312,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
313,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
314,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
315,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
316,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
317,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
318,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
319,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
320,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
321,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
322,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
323,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
324,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
325,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
326,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
327,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
328,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
329,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
330,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
331,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
332,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
333,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
334,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
335,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
336,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
337,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
338,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
339,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
340,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
341,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
342,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
343,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
344,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
345,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
346,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
347,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
348,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
349,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
350,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
351,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
352,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
353,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
354,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
355,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
356,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
357,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
358,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
359,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
360,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
361,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
362,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
363,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
364,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
365,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
366,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
367,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
368,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
369,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
370,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
371,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
372,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
373,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
374,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
375,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
376,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
377,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
378,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
379,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
380,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
381,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
382,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
383,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
384,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
385,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
386,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
387,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
388,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
389,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
390,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
391,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
392,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
393,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
394,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
395,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
396,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
397,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
398,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
399,surprise_female,TESS,female,positive_female,surprise_female,surprise,positive
400,sad_female,TESS,female,negative_female,sad_female,sad,negative
401,sad_female,TESS,female,negative_female,sad_female,sad,negative
402,sad_female,TESS,female,negative_female,sad_female,sad,negative
403,sad_female,TESS,female,negative_female,sad_female,sad,negative
404,sad_female,TESS,female,negative_female,sad_female,sad,negative
405,sad_female,TESS,female,negative_female,sad_female,sad,negative
406,sad_female,TESS,female,negative_female,sad_female,sad,negative
407,sad_female,TESS,female,negative_female,sad_female,sad,negative
408,sad_female,TESS,female,negative_female,sad_female,sad,negative
409,sad_female,TESS,female,negative_female,sad_female,sad,negative
410,sad_female,TESS,female,negative_female,sad_female,sad,negative
411,sad_female,TESS,female,negative_female,sad_female,sad,negative
412,sad_female,TESS,female,negative_female,sad_female,sad,negative
413,sad_female,TESS,female,negative_female,sad_female,sad,negative
414,sad_female,TESS,female,negative_female,sad_female,sad,negative
415,sad_female,TESS,female,negative_female,sad_female,sad,negative
416,sad_female,TESS,female,negative_female,sad_female,sad,negative
417,sad_female,TESS,female,negative_female,sad_female,sad,negative
418,sad_female,TESS,female,negative_female,sad_female,sad,negative
419,sad_female,TESS,female,negative_female,sad_female,sad,negative
420,sad_female,TESS,female,negative_female,sad_female,sad,negative
421,sad_female,TESS,female,negative_female,sad_female,sad,negative
422,sad_female,TESS,female,negative_female,sad_female,sad,negative
423,sad_female,TESS,female,negative_female,sad_female,sad,negative
424,sad_female,TESS,female,negative_female,sad_female,sad,negative
425,sad_female,TESS,female,negative_female,sad_female,sad,negative
426,sad_female,TESS,female,negative_female,sad_female,sad,negative
427,sad_female,TESS,female,negative_female,sad_female,sad,negative
428,sad_female,TESS,female,negative_female,sad_female,sad,negative
429,sad_female,TESS,female,negative_female,sad_female,sad,negative
430,sad_female,TESS,female,negative_female,sad_female,sad,negative
431,sad_female,TESS,female,negative_female,sad_female,sad,negative
432,sad_female,TESS,female,negative_female,sad_female,sad,negative
433,sad_female,TESS,female,negative_female,sad_female,sad,negative
434,sad_female,TESS,female,negative_female,sad_female,sad,negative
435,sad_female,TESS,female,negative_female,sad_female,sad,negative
436,sad_female,TESS,female,negative_female,sad_female,sad,negative
437,sad_female,TESS,female,negative_female,sad_female,sad,negative
438,sad_female,TESS,female,negative_female,sad_female,sad,negative
439,sad_female,TESS,female,negative_female,sad_female,sad,negative
440,sad_female,TESS,female,negative_female,sad_female,sad,negative
441,sad_female,TESS,female,negative_female,sad_female,sad,negative
442,sad_female,TESS,female,negative_female,sad_female,sad,negative
443,sad_female,TESS,female,negative_female,sad_female,sad,negative
444,sad_female,TESS,female,negative_female,sad_female,sad,negative
445,sad_female,TESS,female,negative_female,sad_female,sad,negative
446,sad_female,TESS,female,negative_female,sad_female,sad,negative
447,sad_female,TESS,female,negative_female,sad_female,sad,negative
448,sad_female,TESS,female,negative_female,sad_female,sad,negative
449,sad_female,TESS,female,negative_female,sad_female,sad,negative
450,sad_female,TESS,female,negative_female,sad_female,sad,negative
451,sad_female,TESS,female,negative_female,sad_female,sad,negative
452,sad_female,TESS,female,negative_female,sad_female,sad,negative
453,sad_female,TESS,female,negative_female,sad_female,sad,negative
454,sad_female,TESS,female,negative_female,sad_female,sad,negative
455,sad_female,TESS,female,negative_female,sad_female,sad,negative
456,sad_female,TESS,female,negative_female,sad_female,sad,negative
457,sad_female,TESS,female,negative_female,sad_female,sad,negative
458,sad_female,TESS,female,negative_female,sad_female,sad,negative
